Naziv: More#593	Koef. Tezine: 39756.8	Koef. Lepote: 1.01666	Povrsina: 18	Stepen Plavetnila: 0.49728	Maksimalna Snaga Vetra: 36.8
Naziv: More#699	Koef. Tezine: 35449	Koef. Lepote: 1.0285	Povrsina: 24	Stepen Plavetnila: 0.58632	Maksimalna Snaga Vetra: 42.1
Naziv: More#698	Koef. Tezine: 13735.9	Koef. Lepote: 1.07041	Povrsina: 23	Stepen Plavetnila: 0.58548	Maksimalna Snaga Vetra: 42.05
Naziv: More#592	Koef. Tezine: 8536.42	Koef. Lepote: 1.07319	Povrsina: 17	Stepen Plavetnila: 0.49644	Maksimalna Snaga Vetra: 36.75
Naziv: More#697	Koef. Tezine: 7956.54	Koef. Lepote: 1.11613	Povrsina: 22	Stepen Plavetnila: 0.58464	Maksimalna Snaga Vetra: 42
Naziv: More#696	Koef. Tezine: 5300.22	Koef. Lepote: 1.16621	Povrsina: 21	Stepen Plavetnila: 0.5838	Maksimalna Snaga Vetra: 41.95
Naziv: More#487	Koef. Tezine: 5277.12	Koef. Lepote: 1.07163	Povrsina: 12	Stepen Plavetnila: 0.40824	Maksimalna Snaga Vetra: 31.5
Naziv: More#591	Koef. Tezine: 4292.95	Koef. Lepote: 1.13678	Povrsina: 16	Stepen Plavetnila: 0.4956	Maksimalna Snaga Vetra: 36.7
Naziv: More#383	Koef. Tezine: 3832.92	Koef. Lepote: 1.05489	Povrsina: 8	Stepen Plavetnila: 0.32088	Maksimalna Snaga Vetra: 26.3
Naziv: More#695	Koef. Tezine: 3786.69	Koef. Lepote: 1.2213	Povrsina: 20	Stepen Plavetnila: 0.58296	Maksimalna Snaga Vetra: 41.9
Naziv: More#694	Koef. Tezine: 2817.72	Koef. Lepote: 1.2822	Povrsina: 19	Stepen Plavetnila: 0.58212	Maksimalna Snaga Vetra: 41.85
Naziv: More#590	Koef. Tezine: 2632.1	Koef. Lepote: 1.20886	Povrsina: 15	Stepen Plavetnila: 0.49476	Maksimalna Snaga Vetra: 36.65
Naziv: More#693	Koef. Tezine: 2150.57	Koef. Lepote: 1.34986	Povrsina: 18	Stepen Plavetnila: 0.58128	Maksimalna Snaga Vetra: 41.8
Naziv: More#486	Koef. Tezine: 2099.29	Koef. Lepote: 1.16479	Povrsina: 11	Stepen Plavetnila: 0.4074	Maksimalna Snaga Vetra: 31.45
Naziv: More#589	Koef. Tezine: 1759.33	Koef. Lepote: 1.29125	Povrsina: 14	Stepen Plavetnila: 0.49392	Maksimalna Snaga Vetra: 36.6
Naziv: More#692	Koef. Tezine: 1668.07	Koef. Lepote: 1.42549	Povrsina: 17	Stepen Plavetnila: 0.58044	Maksimalna Snaga Vetra: 41.75
Naziv: More#691	Koef. Tezine: 1306.74	Koef. Lepote: 1.51058	Povrsina: 16	Stepen Plavetnila: 0.5796	Maksimalna Snaga Vetra: 41.7
Naziv: More#588	Koef. Tezine: 1229.96	Koef. Lepote: 1.38631	Povrsina: 13	Stepen Plavetnila: 0.49308	Maksimalna Snaga Vetra: 36.55
Naziv: More#485	Koef. Tezine: 1135.22	Koef. Lepote: 1.2766	Povrsina: 10	Stepen Plavetnila: 0.40656	Maksimalna Snaga Vetra: 31.4
Naziv: More#690	Koef. Tezine: 1029.2	Koef. Lepote: 1.60702	Povrsina: 15	Stepen Plavetnila: 0.57876	Maksimalna Snaga Vetra: 41.65
Naziv: More#382	Koef. Tezine: 918.062	Koef. Lepote: 1.20015	Povrsina: 7	Stepen Plavetnila: 0.32004	Maksimalna Snaga Vetra: 26.25
Naziv: More#587	Koef. Tezine: 880.88	Koef. Lepote: 1.49723	Povrsina: 12	Stepen Plavetnila: 0.49224	Maksimalna Snaga Vetra: 36.5
Naziv: More#689	Koef. Tezine: 811.992	Koef. Lepote: 1.71725	Povrsina: 14	Stepen Plavetnila: 0.57792	Maksimalna Snaga Vetra: 41.6
Naziv: More#484	Koef. Tezine: 682.745	Koef. Lepote: 1.41326	Povrsina: 9	Stepen Plavetnila: 0.40572	Maksimalna Snaga Vetra: 31.35
Naziv: More#688	Koef. Tezine: 639.657	Koef. Lepote: 1.84444	Povrsina: 13	Stepen Plavetnila: 0.57708	Maksimalna Snaga Vetra: 41.55
Naziv: More#586	Koef. Tezine: 638.129	Koef. Lepote: 1.62832	Povrsina: 11	Stepen Plavetnila: 0.4914	Maksimalna Snaga Vetra: 36.45
Naziv: More#687	Koef. Tezine: 501.596	Koef. Lepote: 1.99283	Povrsina: 12	Stepen Plavetnila: 0.57624	Maksimalna Snaga Vetra: 41.5
Naziv: More#585	Koef. Tezine: 463.317	Koef. Lepote: 1.78564	Povrsina: 10	Stepen Plavetnila: 0.49056	Maksimalna Snaga Vetra: 36.4
Naziv: More#483	Koef. Tezine: 428.699	Koef. Lepote: 1.58409	Povrsina: 8	Stepen Plavetnila: 0.40488	Maksimalna Snaga Vetra: 31.3
Naziv: More#381	Koef. Tezine: 399.147	Koef. Lepote: 1.39384	Povrsina: 6	Stepen Plavetnila: 0.3192	Maksimalna Snaga Vetra: 26.2
Naziv: More#686	Koef. Tezine: 390.297	Koef. Lepote: 2.16821	Povrsina: 11	Stepen Plavetnila: 0.5754	Maksimalna Snaga Vetra: 41.45
Naziv: More#279	Koef. Tezine: 364.079	Koef. Lepote: 1.23182	Povrsina: 4	Stepen Plavetnila: 0.23352	Maksimalna Snaga Vetra: 21.1
Naziv: More#584	Koef. Tezine: 334.535	Koef. Lepote: 1.97792	Povrsina: 9	Stepen Plavetnila: 0.48972	Maksimalna Snaga Vetra: 36.35
Naziv: More#685	Koef. Tezine: 300.288	Koef. Lepote: 2.37868	Povrsina: 10	Stepen Plavetnila: 0.57456	Maksimalna Snaga Vetra: 41.4
Naziv: More#482	Koef. Tezine: 272.162	Koef. Lepote: 1.80375	Povrsina: 7	Stepen Plavetnila: 0.40404	Maksimalna Snaga Vetra: 31.25
Naziv: More#583	Koef. Tezine: 238.366	Koef. Lepote: 2.21829	Povrsina: 8	Stepen Plavetnila: 0.48888	Maksimalna Snaga Vetra: 36.3
Naziv: More#684	Koef. Tezine: 227.486	Koef. Lepote: 2.63592	Povrsina: 9	Stepen Plavetnila: 0.57372	Maksimalna Snaga Vetra: 41.35
Naziv: More#380	Koef. Tezine: 196.61	Koef. Lepote: 1.66502	Povrsina: 5	Stepen Plavetnila: 0.31836	Maksimalna Snaga Vetra: 26.15
Naziv: More#177	Koef. Tezine: 175.131	Koef. Lepote: 1.18272	Povrsina: 2	Stepen Plavetnila: 0.14784	Maksimalna Snaga Vetra: 16
Naziv: More#481	Koef. Tezine: 170.703	Koef. Lepote: 2.09664	Povrsina: 6	Stepen Plavetnila: 0.4032	Maksimalna Snaga Vetra: 31.2
Naziv: More#683	Koef. Tezine: 168.787	Koef. Lepote: 2.95749	Povrsina: 8	Stepen Plavetnila: 0.57288	Maksimalna Snaga Vetra: 41.3
Naziv: More#582	Koef. Tezine: 166.137	Koef. Lepote: 2.52735	Povrsina: 7	Stepen Plavetnila: 0.48804	Maksimalna Snaga Vetra: 36.25
Naziv: More#682	Koef. Tezine: 121.787	Koef. Lepote: 3.37095	Povrsina: 7	Stepen Plavetnila: 0.57204	Maksimalna Snaga Vetra: 41.25
Naziv: More#581	Koef. Tezine: 111.991	Koef. Lepote: 2.93944	Povrsina: 6	Stepen Plavetnila: 0.4872	Maksimalna Snaga Vetra: 36.2
Naziv: More#480	Koef. Tezine: 103.371	Koef. Lepote: 2.5067	Povrsina: 5	Stepen Plavetnila: 0.40236	Maksimalna Snaga Vetra: 31.15
Naziv: More#278	Koef. Tezine: 99.8201	Koef. Lepote: 1.63264	Povrsina: 3	Stepen Plavetnila: 0.23268	Maksimalna Snaga Vetra: 21.05
Naziv: More#379	Koef. Tezine: 97.4046	Koef. Lepote: 2.07182	Povrsina: 4	Stepen Plavetnila: 0.31752	Maksimalna Snaga Vetra: 26.1
Naziv: More#681	Koef. Tezine: 84.5926	Koef. Lepote: 3.92224	Povrsina: 6	Stepen Plavetnila: 0.5712	Maksimalna Snaga Vetra: 41.2
Naziv: More#580	Koef. Tezine: 71.8293	Koef. Lepote: 3.51638	Povrsina: 5	Stepen Plavetnila: 0.48636	Maksimalna Snaga Vetra: 36.15
Naziv: More#479	Koef. Tezine: 58.629	Koef. Lepote: 3.12182	Povrsina: 4	Stepen Plavetnila: 0.40152	Maksimalna Snaga Vetra: 31.1
Naziv: More#680	Koef. Tezine: 55.6975	Koef. Lepote: 4.69406	Povrsina: 5	Stepen Plavetnila: 0.57036	Maksimalna Snaga Vetra: 41.15
Naziv: More#378	Koef. Tezine: 44.6613	Koef. Lepote: 2.74984	Povrsina: 3	Stepen Plavetnila: 0.31668	Maksimalna Snaga Vetra: 26.05
Naziv: More#579	Koef. Tezine: 42.6989	Koef. Lepote: 4.38182	Povrsina: 4	Stepen Plavetnila: 0.48552	Maksimalna Snaga Vetra: 36.1
Naziv: More#679	Koef. Tezine: 33.8842	Koef. Lepote: 5.85182	Povrsina: 4	Stepen Plavetnila: 0.56952	Maksimalna Snaga Vetra: 41.1
Naziv: More#478	Koef. Tezine: 29.5993	Koef. Lepote: 4.14704	Povrsina: 3	Stepen Plavetnila: 0.40068	Maksimalna Snaga Vetra: 31.05
Naziv: More#277	Koef. Tezine: 29.2822	Koef. Lepote: 2.43432	Povrsina: 2	Stepen Plavetnila: 0.23184	Maksimalna Snaga Vetra: 21
Naziv: More#578	Koef. Tezine: 22.418	Koef. Lepote: 5.82424	Povrsina: 3	Stepen Plavetnila: 0.48468	Maksimalna Snaga Vetra: 36.05
Naziv: More#678	Koef. Tezine: 18.1599	Koef. Lepote: 7.78144	Povrsina: 3	Stepen Plavetnila: 0.56868	Maksimalna Snaga Vetra: 41.05
Naziv: More#377	Koef. Tezine: 16.7422	Koef. Lepote: 4.10592	Povrsina: 2	Stepen Plavetnila: 0.31584	Maksimalna Snaga Vetra: 26
Naziv: More#477	Koef. Tezine: 11.9288	Koef. Lepote: 6.19752	Povrsina: 2	Stepen Plavetnila: 0.39984	Maksimalna Snaga Vetra: 31
Naziv: More#176	Koef. Tezine: 11.8618	Koef. Lepote: 2.34465	Povrsina: 1	Stepen Plavetnila: 0.147	Maksimalna Snaga Vetra: 15.95
Naziv: Gora#738	Koef. Tezine: 10.6784	Koef. Lepote: -15407	Povrsina: 99	Duzina Puta: 99	Razlika Nad Visine: 294.8	Inverzna Posumljenost:99
Naziv: Gora#737	Koef. Tezine: 10.6097	Koef. Lepote: -15367.7	Povrsina: 98	Duzina Puta: 98	Razlika Nad Visine: 294.4	Inverzna Posumljenost:98
Naziv: Gora#736	Koef. Tezine: 10.5406	Koef. Lepote: -15328.4	Povrsina: 97	Duzina Puta: 97	Razlika Nad Visine: 294	Inverzna Posumljenost:97
Naziv: Gora#735	Koef. Tezine: 10.471	Koef. Lepote: -15289.2	Povrsina: 96	Duzina Puta: 96	Razlika Nad Visine: 293.6	Inverzna Posumljenost:96
Naziv: Gora#734	Koef. Tezine: 10.401	Koef. Lepote: -15250.1	Povrsina: 95	Duzina Puta: 95	Razlika Nad Visine: 293.2	Inverzna Posumljenost:95
Naziv: Gora#733	Koef. Tezine: 10.3306	Koef. Lepote: -15211	Povrsina: 94	Duzina Puta: 94	Razlika Nad Visine: 292.8	Inverzna Posumljenost:94
Naziv: Gora#732	Koef. Tezine: 10.2598	Koef. Lepote: -15171.9	Povrsina: 93	Duzina Puta: 93	Razlika Nad Visine: 292.4	Inverzna Posumljenost:93
Naziv: Gora#638	Koef. Tezine: 10.2561	Koef. Lepote: -11724	Povrsina: 99	Duzina Puta: 99	Razlika Nad Visine: 254.8	Inverzna Posumljenost:99
Naziv: Gora#637	Koef. Tezine: 10.193	Koef. Lepote: -11689.7	Povrsina: 98	Duzina Puta: 98	Razlika Nad Visine: 254.4	Inverzna Posumljenost:98
Naziv: Gora#731	Koef. Tezine: 10.1885	Koef. Lepote: -15132.9	Povrsina: 92	Duzina Puta: 92	Razlika Nad Visine: 292	Inverzna Posumljenost:92
Naziv: Gora#636	Koef. Tezine: 10.1294	Koef. Lepote: -11655.4	Povrsina: 97	Duzina Puta: 97	Razlika Nad Visine: 254	Inverzna Posumljenost:97
Naziv: Gora#730	Koef. Tezine: 10.1167	Koef. Lepote: -15093.9	Povrsina: 91	Duzina Puta: 91	Razlika Nad Visine: 291.6	Inverzna Posumljenost:91
Naziv: Gora#635	Koef. Tezine: 10.0654	Koef. Lepote: -11621.2	Povrsina: 96	Duzina Puta: 96	Razlika Nad Visine: 253.6	Inverzna Posumljenost:96
Naziv: Gora#729	Koef. Tezine: 10.0445	Koef. Lepote: -15055	Povrsina: 90	Duzina Puta: 90	Razlika Nad Visine: 291.2	Inverzna Posumljenost:90
Naziv: Gora#634	Koef. Tezine: 10.001	Koef. Lepote: -11587.1	Povrsina: 95	Duzina Puta: 95	Razlika Nad Visine: 253.2	Inverzna Posumljenost:95
Naziv: Gora#728	Koef. Tezine: 9.97177	Koef. Lepote: -15016.2	Povrsina: 89	Duzina Puta: 89	Razlika Nad Visine: 290.8	Inverzna Posumljenost:89
Naziv: Gora#633	Koef. Tezine: 9.93617	Koef. Lepote: -11553	Povrsina: 94	Duzina Puta: 94	Razlika Nad Visine: 252.8	Inverzna Posumljenost:94
Naziv: Gora#727	Koef. Tezine: 9.89859	Koef. Lepote: -14977.4	Povrsina: 88	Duzina Puta: 88	Razlika Nad Visine: 290.4	Inverzna Posumljenost:88
Naziv: Gora#632	Koef. Tezine: 9.87093	Koef. Lepote: -11518.9	Povrsina: 93	Duzina Puta: 93	Razlika Nad Visine: 252.4	Inverzna Posumljenost:93
Naziv: Gora#726	Koef. Tezine: 9.82492	Koef. Lepote: -14938.6	Povrsina: 87	Duzina Puta: 87	Razlika Nad Visine: 290	Inverzna Posumljenost:87
Naziv: Gora#631	Koef. Tezine: 9.80526	Koef. Lepote: -11484.9	Povrsina: 92	Duzina Puta: 92	Razlika Nad Visine: 252	Inverzna Posumljenost:92
Naziv: Gora#538	Koef. Tezine: 9.75227	Koef. Lepote: -8540.99	Povrsina: 99	Duzina Puta: 99	Razlika Nad Visine: 214.8	Inverzna Posumljenost:99
Naziv: Gora#725	Koef. Tezine: 9.75076	Koef. Lepote: -14899.9	Povrsina: 86	Duzina Puta: 86	Razlika Nad Visine: 289.6	Inverzna Posumljenost:86
Naziv: Gora#630	Koef. Tezine: 9.73916	Koef. Lepote: -11450.9	Povrsina: 91	Duzina Puta: 91	Razlika Nad Visine: 251.6	Inverzna Posumljenost:91
Naziv: Gora#537	Koef. Tezine: 9.69519	Koef. Lepote: -8511.68	Povrsina: 98	Duzina Puta: 98	Razlika Nad Visine: 214.4	Inverzna Posumljenost:98
Naziv: Gora#724	Koef. Tezine: 9.67609	Koef. Lepote: -14861.3	Povrsina: 85	Duzina Puta: 85	Razlika Nad Visine: 289.2	Inverzna Posumljenost:85
Naziv: Gora#629	Koef. Tezine: 9.6726	Koef. Lepote: -11417	Povrsina: 90	Duzina Puta: 90	Razlika Nad Visine: 251.2	Inverzna Posumljenost:90
Naziv: Gora#536	Koef. Tezine: 9.63774	Koef. Lepote: -8482.42	Povrsina: 97	Duzina Puta: 97	Razlika Nad Visine: 214	Inverzna Posumljenost:97
Naziv: Gora#628	Koef. Tezine: 9.6056	Koef. Lepote: -11383.2	Povrsina: 89	Duzina Puta: 89	Razlika Nad Visine: 250.8	Inverzna Posumljenost:89
Naziv: Gora#723	Koef. Tezine: 9.60092	Koef. Lepote: -14822.7	Povrsina: 84	Duzina Puta: 84	Razlika Nad Visine: 288.8	Inverzna Posumljenost:84
Naziv: Gora#535	Koef. Tezine: 9.57993	Koef. Lepote: -8453.22	Povrsina: 96	Duzina Puta: 96	Razlika Nad Visine: 213.6	Inverzna Posumljenost:96
Naziv: Gora#627	Koef. Tezine: 9.53814	Koef. Lepote: -11349.4	Povrsina: 88	Duzina Puta: 88	Razlika Nad Visine: 250.4	Inverzna Posumljenost:88
Naziv: Gora#722	Koef. Tezine: 9.52523	Koef. Lepote: -14784.1	Povrsina: 83	Duzina Puta: 83	Razlika Nad Visine: 288.4	Inverzna Posumljenost:83
Naziv: Gora#534	Koef. Tezine: 9.52174	Koef. Lepote: -8424.07	Povrsina: 95	Duzina Puta: 95	Razlika Nad Visine: 213.2	Inverzna Posumljenost:95
Naziv: Gora#626	Koef. Tezine: 9.47021	Koef. Lepote: -11315.6	Povrsina: 87	Duzina Puta: 87	Razlika Nad Visine: 250	Inverzna Posumljenost:87
Naziv: Gora#533	Koef. Tezine: 9.46317	Koef. Lepote: -8394.96	Povrsina: 94	Duzina Puta: 94	Razlika Nad Visine: 212.8	Inverzna Posumljenost:94
Naziv: Gora#721	Koef. Tezine: 9.44901	Koef. Lepote: -14745.6	Povrsina: 82	Duzina Puta: 82	Razlika Nad Visine: 288	Inverzna Posumljenost:82
Naziv: Gora#532	Koef. Tezine: 9.4042	Koef. Lepote: -8365.91	Povrsina: 93	Duzina Puta: 93	Razlika Nad Visine: 212.4	Inverzna Posumljenost:93
Naziv: Gora#625	Koef. Tezine: 9.4018	Koef. Lepote: -11281.9	Povrsina: 86	Duzina Puta: 86	Razlika Nad Visine: 249.6	Inverzna Posumljenost:86
Naziv: Gora#720	Koef. Tezine: 9.37225	Koef. Lepote: -14707.1	Povrsina: 81	Duzina Puta: 81	Razlika Nad Visine: 287.6	Inverzna Posumljenost:81
Naziv: Gora#531	Koef. Tezine: 9.34484	Koef. Lepote: -8336.9	Povrsina: 92	Duzina Puta: 92	Razlika Nad Visine: 212	Inverzna Posumljenost:92
Naziv: More#577	Koef. Tezine: 9.33959	Koef. Lepote: 8.70912	Povrsina: 2	Stepen Plavetnila: 0.48384	Maksimalna Snaga Vetra: 36
Naziv: Gora#624	Koef. Tezine: 9.33291	Koef. Lepote: -11248.3	Povrsina: 85	Duzina Puta: 85	Razlika Nad Visine: 249.2	Inverzna Posumljenost:85
Naziv: Gora#719	Koef. Tezine: 9.29496	Koef. Lepote: -14668.7	Povrsina: 80	Duzina Puta: 80	Razlika Nad Visine: 287.2	Inverzna Posumljenost:80
Naziv: Gora#530	Koef. Tezine: 9.28507	Koef. Lepote: -8307.95	Povrsina: 91	Duzina Puta: 91	Razlika Nad Visine: 211.6	Inverzna Posumljenost:91
Naziv: Gora#623	Koef. Tezine: 9.26352	Koef. Lepote: -11214.7	Povrsina: 84	Duzina Puta: 84	Razlika Nad Visine: 248.8	Inverzna Posumljenost:84
Naziv: Gora#529	Koef. Tezine: 9.22488	Koef. Lepote: -8279.04	Povrsina: 90	Duzina Puta: 90	Razlika Nad Visine: 211.2	Inverzna Posumljenost:90
Naziv: Gora#718	Koef. Tezine: 9.21711	Koef. Lepote: -14630.4	Povrsina: 79	Duzina Puta: 79	Razlika Nad Visine: 286.8	Inverzna Posumljenost:79
Naziv: Gora#622	Koef. Tezine: 9.19364	Koef. Lepote: -11181.1	Povrsina: 83	Duzina Puta: 83	Razlika Nad Visine: 248.4	Inverzna Posumljenost:83
Naziv: Gora#528	Koef. Tezine: 9.16428	Koef. Lepote: -8250.19	Povrsina: 89	Duzina Puta: 89	Razlika Nad Visine: 210.8	Inverzna Posumljenost:89
Naziv: Gora#438	Koef. Tezine: 9.14055	Koef. Lepote: -5857.99	Povrsina: 99	Duzina Puta: 99	Razlika Nad Visine: 174.8	Inverzna Posumljenost:99
Naziv: Gora#717	Koef. Tezine: 9.1387	Koef. Lepote: -14592.1	Povrsina: 78	Duzina Puta: 78	Razlika Nad Visine: 286.4	Inverzna Posumljenost:78
Naziv: Gora#621	Koef. Tezine: 9.12325	Koef. Lepote: -11147.6	Povrsina: 82	Duzina Puta: 82	Razlika Nad Visine: 248	Inverzna Posumljenost:82
Naziv: Gora#527	Koef. Tezine: 9.10325	Koef. Lepote: -8221.38	Povrsina: 88	Duzina Puta: 88	Razlika Nad Visine: 210.4	Inverzna Posumljenost:88
Naziv: Gora#437	Koef. Tezine: 9.0902	Koef. Lepote: -5833.68	Povrsina: 98	Duzina Puta: 98	Razlika Nad Visine: 174.4	Inverzna Posumljenost:98
Naziv: Gora#716	Koef. Tezine: 9.05972	Koef. Lepote: -14553.8	Povrsina: 77	Duzina Puta: 77	Razlika Nad Visine: 286	Inverzna Posumljenost:77
Naziv: Gora#620	Koef. Tezine: 9.05233	Koef. Lepote: -11114.1	Povrsina: 81	Duzina Puta: 81	Razlika Nad Visine: 247.6	Inverzna Posumljenost:81
